university,department_grouped,academic_progress,academic_year,attendance,weekly_study_time,study_style,topic_clarity,sleep_duration,stress_frequency,weekly_responsibilities,distraction_frequency,study_environment,support_level,routine_manageability,admission_satisfaction,desired_department_match,career_expectation,discipline_index,wellbeing_index,environment_index,motivation_index,effective_study,focus_balance,load_pressure,recent_sgpa_band,cgpa_band
KUET,EEE,0.625,3,75-89%,11-15 hrs,Regularly but not every day,About half,5-6 hrs,Sometimes,6-10 hrs,Sometimes,Neither good nor bad,Good support,Mostly manageable,Satisfied,"Yes, exactly what I wanted",Mostly,0.625,0.5,0.625,0.833,0.375,0.25,0.125,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,CSE,0.75,3,60-74%,3-6 hrs,Occasionally when necessary,A little,Less than 5 hrs,Often,1-5 hrs,Often,Neither good nor bad,Some support,Average,Neutral,Close to what I wanted,Somewhat,0.25,0.25,0.5,0.583,0.062,-0.5,0.25,C0_below_3_20,C0_below_3_20
KUET,ECE,0.5,2,90% or more,11-15 hrs,Mostly consistent routine,Most of it,6-7 hrs,Sometimes,6-10 hrs,Rarely,Mostly suitable,Good support,Mostly manageable,Satisfied,"Yes, exactly what I wanted",Mostly,0.812,0.583,0.75,0.833,0.562,0.5,0.125,C2_3_50_to_3_74,C2_3_50_to_3_74
KUET,MTE,0.625,3,90% or more,11-15 hrs,Mostly consistent routine,Most of it,6-7 hrs,Sometimes,6-10 hrs,Sometimes,Mostly suitable,Good support,Mostly manageable,Satisfied,Close to what I wanted,Mostly,0.75,0.583,0.75,0.75,0.562,0.25,0.125,C2_3_50_to_3_74,C2_3_50_to_3_74
KUET,IEM,0.875,4,75-89%,Less than 3 hrs,Mostly just before exams,Almost nothing,Less than 5 hrs,Almost always,1-5 hrs,Sometimes,Very distracting,No support,Difficult to manage,Very dissatisfied,Mostly different,Not at all,0.375,0.083,0.0,0.083,0.0,-0.5,0.5,C0_below_3_20,C0_below_3_20
KUET,ESE,0.75,3,75-89%,7-10 hrs,Regularly but not every day,About half,Less than 5 hrs,Often,6-10 hrs,Often,Neither good nor bad,Good support,Average,Satisfied,Somewhat different,Somewhat,0.5,0.25,0.625,0.583,0.25,-0.25,0.375,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,MTE,0.875,4,75-89%,11-15 hrs,Mostly consistent routine,Most of it,5-6 hrs,Sometimes,6-10 hrs,Sometimes,Neither good nor bad,Some support,Average,Satisfied,Close to what I wanted,Somewhat,0.688,0.417,0.5,0.667,0.562,0.25,0.25,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,ARCH,0.5,2,90% or more,More than 15 hrs,Mostly consistent routine,Most of it,7-8 hrs,Sometimes,1-5 hrs,Sometimes,Mostly suitable,Good support,Mostly manageable,Very satisfied,"Yes, exactly what I wanted",Mostly,0.812,0.667,0.75,0.917,0.75,0.5,0.0,C3_3_75_plus,C3_3_75_plus
KUET,CSE,0.5,2,90% or more,7-10 hrs,Occasionally when necessary,A little,5-6 hrs,Often,1-5 hrs,Sometimes,Neither good nor bad,Good support,Difficult to manage,Dissatisfied,"Yes, exactly what I wanted",Not at all,0.5,0.25,0.625,0.417,0.125,0.0,0.375,C0_below_3_20,C0_below_3_20
KUET,CSE,0.75,3,75-89%,7-10 hrs,Regularly but not every day,About half,6-7 hrs,Sometimes,None,Sometimes,Mostly suitable,Some support,Very healthy and balanced,Satisfied,"Yes, exactly what I wanted",Somewhat,0.562,0.667,0.625,0.75,0.25,0.0,-0.25,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,CSE,0.875,4,75-89%,7-10 hrs,Mostly consistent routine,Most of it,5-6 hrs,Sometimes,1-5 hrs,Sometimes,Neither good nor bad,Some support,Mostly manageable,Satisfied,Close to what I wanted,Mostly,0.625,0.5,0.5,0.75,0.375,0.0,0.0,C2_3_50_to_3_74,C1_3_20_to_3_49
KUET,EEE,0.375,2,90% or more,7-10 hrs,Mostly just before exams,Most of it,5-6 hrs,Never,None,Almost every day,Neither good nor bad,Strong support,Difficult to manage,Very satisfied,"Yes, exactly what I wanted",Mostly,0.438,0.5,0.75,0.917,0.375,-0.5,-0.125,C3_3_75_plus,C3_3_75_plus
KUET,CSE,0.5,2,40-59%,Less than 3 hrs,Mostly just before exams,Almost nothing,5-6 hrs,Almost always,None,Almost every day,Neither good nor bad,Very little support,Difficult to manage,Very dissatisfied,Somewhat different,Not at all,0.125,0.167,0.375,0.167,0.0,-1.0,0.375,C0_below_3_20,C0_below_3_20
KUET,CSE,0.375,2,90% or more,More than 15 hrs,Consistent throughout the semester,A little,7-8 hrs,Sometimes,None,Sometimes,Excellent for focused study,Strong support,Very healthy and balanced,Very dissatisfied,"Yes, exactly what I wanted",Not at all,0.875,0.75,1.0,0.333,0.25,0.5,-0.25,C2_3_50_to_3_74,C3_3_75_plus
KUET,EEE,0.625,3,75-89%,7-10 hrs,Regularly but not every day,About half,6-7 hrs,Sometimes,None,Sometimes,Mostly suitable,Some support,Very healthy and balanced,Neutral,"Yes, exactly what I wanted",Mostly,0.562,0.667,0.625,0.75,0.25,0.0,-0.25,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,ChE,0.875,4,75-89%,7-10 hrs,Occasionally when necessary,About half,7-8 hrs,Often,1-5 hrs,Sometimes,Mostly suitable,Good support,Average,Very satisfied,"Yes, exactly what I wanted",Mostly,0.438,0.5,0.75,0.917,0.25,0.0,0.25,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,EEE,0.375,2,90% or more,Less than 3 hrs,Occasionally when necessary,Most of it,5-6 hrs,Sometimes,None,Often,Somewhat distracting,Strong support,Average,Satisfied,Close to what I wanted,Somewhat,0.312,0.417,0.625,0.667,0.0,-0.75,0.0,C3_3_75_plus,C3_3_75_plus
KUET,EEE,0.375,2,90% or more,3-6 hrs,Mostly just before exams,Almost nothing,5-6 hrs,Almost always,None,Almost every day,Neither good nor bad,Strong support,Completely unmanageable,Neutral,"Yes, exactly what I wanted",Slightly,0.375,0.083,0.75,0.583,0.0,-0.75,0.5,C2_3_50_to_3_74,C2_3_50_to_3_74
KUET,BME,0.875,4,90% or more,7-10 hrs,Regularly but not every day,About half,6-7 hrs,Sometimes,None,Sometimes,Mostly suitable,Some support,Mostly manageable,Satisfied,Mostly different,Somewhat,0.625,0.583,0.625,0.5,0.25,0.0,-0.125,C2_3_50_to_3_74,C1_3_20_to_3_49
KUET,ESE,0.875,4,60-74%,7-10 hrs,Regularly but not every day,About half,6-7 hrs,Often,11-15 hrs,Sometimes,Neither good nor bad,Some support,Average,Neutral,Somewhat different,Somewhat,0.5,0.417,0.5,0.5,0.25,0.0,0.5,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,CSE,0.5,2,90% or more,3-6 hrs,Occasionally when necessary,About half,5-6 hrs,Often,1-5 hrs,Almost every day,Neither good nor bad,Some support,Difficult to manage,Satisfied,"Yes, exactly what I wanted",Somewhat,0.312,0.25,0.5,0.75,0.125,-0.75,0.375,C3_3_75_plus,C3_3_75_plus
KUET,EEE,0.375,2,90% or more,7-10 hrs,Mostly just before exams,About half,5-6 hrs,Rarely,None,Often,Somewhat distracting,Some support,Average,Neutral,"Yes, exactly what I wanted",Mostly,0.5,0.5,0.375,0.75,0.25,-0.25,-0.125,C0_below_3_20,C1_3_20_to_3_49
KUET,Unknown,0.875,4,90% or more,3-6 hrs,Mostly just before exams,A little,6-7 hrs,Sometimes,None,Sometimes,Mostly suitable,Strong support,Mostly manageable,Dissatisfied,Close to what I wanted,Mostly,0.5,0.583,0.875,0.583,0.062,-0.25,-0.125,C2_3_50_to_3_74,C0_below_3_20
KUET,ME,0.875,4,75-89%,More than 15 hrs,Regularly but not every day,About half,6-7 hrs,Rarely,None,Sometimes,Neither good nor bad,Very little support,Mostly manageable,Neutral,"Yes, exactly what I wanted",Slightly,0.688,0.667,0.375,0.583,0.5,0.5,-0.25,C3_3_75_plus,C1_3_20_to_3_49
KUET,ME,0.875,4,75-89%,7-10 hrs,Occasionally when necessary,A little,6-7 hrs,Sometimes,6-10 hrs,Sometimes,Mostly suitable,Good support,Average,Satisfied,"Yes, exactly what I wanted",Somewhat,0.438,0.5,0.75,0.75,0.125,0.0,0.25,C2_3_50_to_3_74,C1_3_20_to_3_49
KUET,EEE,0.375,2,90% or more,Less than 3 hrs,Occasionally when necessary,A little,5-6 hrs,Sometimes,1-5 hrs,Almost every day,Neither good nor bad,Good support,Average,Neutral,"Yes, exactly what I wanted",Somewhat,0.25,0.417,0.625,0.667,0.0,-1.0,0.125,C3_3_75_plus,C3_3_75_plus
KUET,EEE,0.375,2,90% or more,Less than 3 hrs,Mostly just before exams,A little,Less than 5 hrs,Almost always,None,Often,Neither good nor bad,Very little support,Completely unmanageable,Neutral,"Yes, exactly what I wanted",Not at all,0.375,0.0,0.375,0.5,0.0,-0.75,0.5,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,CSE,0.875,4,75-89%,Less than 3 hrs,Mostly just before exams,Almost nothing,6-7 hrs,Sometimes,None,Sometimes,Somewhat distracting,Strong support,Average,Satisfied,"Yes, exactly what I wanted",Mostly,0.375,0.5,0.625,0.833,0.0,-0.5,0.0,C1_3_20_to_3_49,C2_3_50_to_3_74
KUET,CSE,0.875,4,75-89%,3-6 hrs,Mostly just before exams,About half,6-7 hrs,Often,None,Sometimes,Neither good nor bad,Some support,Mostly manageable,Satisfied,"Yes, exactly what I wanted",Somewhat,0.438,0.5,0.5,0.75,0.125,-0.25,0.0,C2_3_50_to_3_74,C2_3_50_to_3_74
KUET,ME,0.875,4,75-89%,11-15 hrs,Occasionally when necessary,Most of it,5-6 hrs,Often,6-10 hrs,Sometimes,Mostly suitable,Some support,Average,Neutral,"Yes, exactly what I wanted",Somewhat,0.5,0.333,0.625,0.667,0.562,0.25,0.375,C2_3_50_to_3_74,C1_3_20_to_3_49
KUET,ME,0.875,4,90% or more,More than 15 hrs,Consistent throughout the semester,About half,5-6 hrs,Never,None,Sometimes,Mostly suitable,Strong support,Mostly manageable,Neutral,"Yes, exactly what I wanted",Somewhat,0.875,0.667,0.875,0.667,0.5,0.5,-0.375,C3_3_75_plus,C3_3_75_plus
KUET,ME,0.875,4,90% or more,More than 15 hrs,Regularly but not every day,Most of it,6-7 hrs,Rarely,6-10 hrs,Rarely,Neither good nor bad,Good support,Average,Neutral,"Yes, exactly what I wanted",Somewhat,0.812,0.583,0.625,0.667,0.75,0.75,0.125,C1_3_20_to_3_49,C2_3_50_to_3_74
KUET,ME,0.875,4,75-89%,More than 15 hrs,Regularly but not every day,About half,5-6 hrs,Often,None,Sometimes,Mostly suitable,Good support,Average,Dissatisfied,Somewhat different,Not at all,0.688,0.333,0.75,0.25,0.5,0.5,0.125,C1_3_20_to_3_49,C0_below_3_20
KUET,CSE,0.5,2,90% or more,3-6 hrs,Occasionally when necessary,About half,Less than 5 hrs,Sometimes,None,Sometimes,Mostly suitable,Good support,Average,Neutral,Close to what I wanted,Slightly,0.438,0.333,0.75,0.5,0.125,-0.25,0.0,C2_3_50_to_3_74,C2_3_50_to_3_74
KUET,CSE,0.5,2,60-74%,3-6 hrs,Mostly just before exams,About half,5-6 hrs,Sometimes,More than 15 hrs,Often,Neither good nor bad,Very little support,Average,Neutral,Somewhat different,Slightly,0.312,0.417,0.375,0.417,0.125,-0.5,0.5,C0_below_3_20,C0_below_3_20
KUET,Unknown,0.5,2,90% or more,3-6 hrs,Regularly but not every day,A little,5-6 hrs,Often,1-5 hrs,Sometimes,Mostly suitable,Some support,Difficult to manage,Neutral,Somewhat different,Somewhat,0.562,0.25,0.625,0.5,0.062,-0.25,0.375,C2_3_50_to_3_74,C2_3_50_to_3_74
KUET,CSE,0.5,2,75-89%,Less than 3 hrs,Mostly just before exams,A little,6-7 hrs,Rarely,None,Rarely,Neither good nor bad,Good support,Average,Neutral,Close to what I wanted,Somewhat,0.438,0.583,0.625,0.583,0.0,-0.25,-0.125,C3_3_75_plus,C2_3_50_to_3_74
KUET,CSE,0.5,2,90% or more,11-15 hrs,Regularly but not every day,About half,6-7 hrs,Sometimes,6-10 hrs,Often,Mostly suitable,Good support,Average,Satisfied,"Yes, exactly what I wanted",Completely,0.625,0.5,0.75,0.917,0.375,0.0,0.25,C2_3_50_to_3_74,C1_3_20_to_3_49
KUET,CSE,0.5,2,90% or more,7-10 hrs,Occasionally when necessary,A little,5-6 hrs,Often,1-5 hrs,Sometimes,Mostly suitable,Strong support,Difficult to manage,Neutral,"Yes, exactly what I wanted",Mostly,0.5,0.25,0.875,0.75,0.125,0.0,0.375,C3_3_75_plus,C3_3_75_plus
KUET,CSE,0.5,2,90% or more,3-6 hrs,Regularly but not every day,About half,7-8 hrs,Sometimes,1-5 hrs,Sometimes,Mostly suitable,Strong support,Average,Satisfied,"Yes, exactly what I wanted",Somewhat,0.562,0.583,0.875,0.75,0.125,-0.25,0.125,C3_3_75_plus,C3_3_75_plus
KUET,CSE,0.5,2,90% or more,7-10 hrs,Occasionally when necessary,A little,6-7 hrs,Sometimes,None,Sometimes,Somewhat distracting,Good support,Difficult to manage,Dissatisfied,Mostly different,Slightly,0.5,0.417,0.5,0.25,0.125,0.0,0.125,C3_3_75_plus,C3_3_75_plus
KUET,CSE,0.5,2,90% or more,More than 15 hrs,Regularly but not every day,Most of it,6-7 hrs,Often,1-5 hrs,Rarely,Excellent for focused study,Good support,Difficult to manage,Satisfied,"Yes, exactly what I wanted",Not at all,0.812,0.333,0.875,0.583,0.75,0.75,0.375,C3_3_75_plus,C3_3_75_plus
KUET,CSE,0.5,2,75-89%,7-10 hrs,Mostly just before exams,Most of it,5-6 hrs,Almost always,None,Often,Mostly suitable,Good support,Average,Neutral,Close to what I wanted,Somewhat,0.438,0.25,0.75,0.583,0.375,-0.25,0.25,C2_3_50_to_3_74,C2_3_50_to_3_74
KUET,CSE,0.5,2,60-74%,Less than 3 hrs,Occasionally when necessary,A little,5-6 hrs,Sometimes,None,Often,Mostly suitable,Some support,Difficult to manage,Satisfied,Close to what I wanted,Somewhat,0.188,0.333,0.625,0.667,0.0,-0.75,0.125,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,CSE,0.5,2,90% or more,3-6 hrs,Regularly but not every day,A little,6-7 hrs,Almost always,None,Almost every day,Neither good nor bad,Good support,Completely unmanageable,Neutral,Mostly different,Slightly,0.438,0.167,0.625,0.333,0.062,-0.75,0.5,C0_below_3_20,C0_below_3_20
KUET,CSE,0.5,2,75-89%,11-15 hrs,Regularly but not every day,About half,5-6 hrs,Often,1-5 hrs,Almost every day,Mostly suitable,Good support,Average,Neutral,Somewhat different,Mostly,0.5,0.333,0.75,0.583,0.375,-0.25,0.25,C3_3_75_plus,C3_3_75_plus
KUET,CSE,0.375,2,75-89%,11-15 hrs,Regularly but not every day,About half,Less than 5 hrs,Sometimes,None,Often,Neither good nor bad,Very little support,Difficult to manage,Neutral,Somewhat different,Slightly,0.562,0.25,0.375,0.417,0.375,0.0,0.125,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,ME,0.875,4,90% or more,11-15 hrs,Mostly consistent routine,About half,6-7 hrs,Almost always,None,Often,Neither good nor bad,Some support,Difficult to manage,Neutral,Not at all what I wanted,Somewhat,0.688,0.25,0.5,0.333,0.375,0.0,0.375,C2_3_50_to_3_74,C2_3_50_to_3_74
KUET,CSE,0.5,2,90% or more,3-6 hrs,Occasionally when necessary,A little,5-6 hrs,Sometimes,1-5 hrs,Sometimes,Excellent for focused study,Good support,Difficult to manage,Dissatisfied,"Yes, exactly what I wanted",Not at all,0.438,0.333,0.875,0.417,0.062,-0.25,0.25,C3_3_75_plus,C3_3_75_plus
KUET,EEE,0.375,2,75-89%,3-6 hrs,Mostly just before exams,A little,Less than 5 hrs,Often,1-5 hrs,Often,Neither good nor bad,Very little support,Difficult to manage,Neutral,"Yes, exactly what I wanted",Somewhat,0.375,0.167,0.375,0.667,0.062,-0.5,0.375,C3_3_75_plus,C3_3_75_plus
KUET,ME,0.875,4,75-89%,11-15 hrs,Regularly but not every day,Almost nothing,6-7 hrs,Rarely,None,Often,Mostly suitable,Very little support,Very healthy and balanced,Satisfied,"Yes, exactly what I wanted",Mostly,0.562,0.75,0.5,0.833,0.0,0.0,-0.375,C3_3_75_plus,C2_3_50_to_3_74
KUET,CSE,0.25,1,75-89%,Less than 3 hrs,Mostly just before exams,A little,6-7 hrs,Sometimes,None,Often,Neither good nor bad,No support,Difficult to manage,Neutral,"Yes, exactly what I wanted",Somewhat,0.312,0.417,0.25,0.667,0.0,-0.75,0.125,C0_below_3_20,C0_below_3_20
KUET,ME,0.875,4,75-89%,3-6 hrs,Mostly just before exams,About half,5-6 hrs,Sometimes,None,Often,Mostly suitable,Strong support,Average,Satisfied,"Yes, exactly what I wanted",Mostly,0.375,0.417,0.875,0.833,0.125,-0.5,0.0,C3_3_75_plus,C2_3_50_to_3_74
KUET,ME,0.875,4,90% or more,11-15 hrs,Consistent throughout the semester,A little,6-7 hrs,Almost always,1-5 hrs,Sometimes,Mostly suitable,Strong support,Very healthy and balanced,Satisfied,"Yes, exactly what I wanted",Completely,0.812,0.5,0.875,0.917,0.188,0.25,0.125,C2_3_50_to_3_74,C1_3_20_to_3_49
KUET,ME,0.875,4,75-89%,3-6 hrs,Mostly just before exams,Almost nothing,5-6 hrs,Often,6-10 hrs,Often,Neither good nor bad,Very little support,Difficult to manage,Very dissatisfied,Not at all what I wanted,Not at all,0.375,0.25,0.375,0.0,0.0,-0.5,0.5,C0_below_3_20,C0_below_3_20
KUET,ME,0.875,4,90% or more,7-10 hrs,Regularly but not every day,A little,5-6 hrs,Sometimes,1-5 hrs,Sometimes,Neither good nor bad,Very little support,Average,Dissatisfied,"Yes, exactly what I wanted",Slightly,0.625,0.417,0.375,0.5,0.125,0.0,0.125,C2_3_50_to_3_74,C1_3_20_to_3_49
KUET,ME,0.875,4,75-89%,3-6 hrs,Occasionally when necessary,Almost nothing,6-7 hrs,Sometimes,1-5 hrs,Sometimes,Mostly suitable,Strong support,Mostly manageable,Satisfied,"Yes, exactly what I wanted",Completely,0.375,0.583,0.875,0.917,0.0,-0.25,0.0,C2_3_50_to_3_74,C0_below_3_20
KUET,ME,0.875,4,90% or more,7-10 hrs,Regularly but not every day,A little,Less than 5 hrs,Rarely,None,Sometimes,Neither good nor bad,Good support,Average,Satisfied,"Yes, exactly what I wanted",Somewhat,0.625,0.417,0.625,0.75,0.125,0.0,-0.125,C3_3_75_plus,C3_3_75_plus
KUET,CSE,0.5,2,75-89%,7-10 hrs,Regularly but not every day,Most of it,Less than 5 hrs,Sometimes,6-10 hrs,Sometimes,Mostly suitable,Good support,Average,Neutral,Somewhat different,Somewhat,0.562,0.333,0.75,0.5,0.375,0.0,0.25,C0_below_3_20,C1_3_20_to_3_49
KUET,CSE,0.5,2,90% or more,7-10 hrs,Regularly but not every day,Most of it,7-8 hrs,Often,None,Sometimes,Neither good nor bad,Strong support,Completely unmanageable,Neutral,"Yes, exactly what I wanted",Somewhat,0.625,0.333,0.75,0.667,0.375,0.0,0.375,C2_3_50_to_3_74,C2_3_50_to_3_74
KUET,ME,0.875,4,75-89%,7-10 hrs,Occasionally when necessary,Almost nothing,Less than 5 hrs,Almost always,11-15 hrs,Often,Very distracting,No support,Completely unmanageable,Very dissatisfied,Close to what I wanted,Not at all,0.375,0.0,0.0,0.25,0.0,-0.25,0.875,C3_3_75_plus,C1_3_20_to_3_49
KUET,ME,0.875,4,75-89%,More than 15 hrs,Mostly just before exams,Most of it,5-6 hrs,Almost always,None,Never,Somewhat distracting,No support,Difficult to manage,Very dissatisfied,"Yes, exactly what I wanted",Somewhat,0.75,0.167,0.125,0.5,0.75,1.0,0.375,C3_3_75_plus,C2_3_50_to_3_74
KUET,ME,0.875,4,60-74%,3-6 hrs,Occasionally when necessary,About half,Less than 5 hrs,Sometimes,6-10 hrs,Sometimes,Mostly suitable,Good support,Mostly manageable,Satisfied,Close to what I wanted,Mostly,0.312,0.417,0.75,0.75,0.125,-0.25,0.125,C3_3_75_plus,C1_3_20_to_3_49
KUET,CSE,0.5,2,90% or more,11-15 hrs,Regularly but not every day,Most of it,5-6 hrs,Sometimes,11-15 hrs,Sometimes,Neither good nor bad,Very little support,Average,Very dissatisfied,Close to what I wanted,Not at all,0.688,0.417,0.375,0.25,0.562,0.25,0.375,C2_3_50_to_3_74,C2_3_50_to_3_74
KUET,ME,0.875,4,90% or more,Less than 3 hrs,Mostly just before exams,A little,6-7 hrs,Almost always,6-10 hrs,Almost every day,Mostly suitable,Very little support,Difficult to manage,Satisfied,"Yes, exactly what I wanted",Mostly,0.312,0.25,0.5,0.833,0.0,-1.0,0.625,C0_below_3_20,C1_3_20_to_3_49
KUET,ME,0.875,4,90% or more,7-10 hrs,Mostly consistent routine,A little,7-8 hrs,Often,1-5 hrs,Never,Mostly suitable,Very little support,Average,Neutral,Close to what I wanted,Slightly,0.812,0.5,0.5,0.5,0.125,0.5,0.25,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,CSE,0.5,2,90% or more,3-6 hrs,Mostly just before exams,About half,5-6 hrs,Sometimes,11-15 hrs,Often,Mostly suitable,Some support,Average,Neutral,"Yes, exactly what I wanted",Somewhat,0.438,0.417,0.625,0.667,0.125,-0.5,0.375,C2_3_50_to_3_74,C2_3_50_to_3_74
KUET,Unknown,0.875,4,75-89%,11-15 hrs,Regularly but not every day,A little,Less than 5 hrs,Sometimes,None,Sometimes,Somewhat distracting,Good support,Average,Neutral,Close to what I wanted,Somewhat,0.625,0.333,0.5,0.583,0.188,0.25,0.0,C1_3_20_to_3_49,C0_below_3_20
KUET,ESE,0.875,4,90% or more,7-10 hrs,Regularly but not every day,About half,6-7 hrs,Never,11-15 hrs,Often,Somewhat distracting,Good support,Mostly manageable,Satisfied,"Yes, exactly what I wanted",Mostly,0.562,0.75,0.5,0.833,0.25,-0.25,0.0,C2_3_50_to_3_74,C1_3_20_to_3_49
KUET,ME,0.875,4,60-74%,More than 15 hrs,Regularly but not every day,About half,6-7 hrs,Sometimes,1-5 hrs,Sometimes,Mostly suitable,No support,Completely unmanageable,Neutral,"Yes, exactly what I wanted",Slightly,0.625,0.333,0.375,0.583,0.5,0.5,0.375,C3_3_75_plus,C2_3_50_to_3_74
KUET,CSE,0.5,2,60-74%,Less than 3 hrs,Mostly just before exams,A little,Less than 5 hrs,Sometimes,None,Almost every day,Mostly suitable,Some support,Completely unmanageable,Dissatisfied,"Yes, exactly what I wanted",Somewhat,0.188,0.167,0.625,0.583,0.0,-1.0,0.25,C3_3_75_plus,C2_3_50_to_3_74
KUET,IEM,0.875,4,90% or more,More than 15 hrs,Consistent throughout the semester,Most of it,7-8 hrs,Sometimes,None,Sometimes,Mostly suitable,Good support,Mostly manageable,Very satisfied,"Yes, exactly what I wanted",Mostly,0.875,0.667,0.75,0.917,0.75,0.5,-0.125,C3_3_75_plus,C3_3_75_plus
KUET,IEM,0.875,4,75-89%,7-10 hrs,Regularly but not every day,About half,7-8 hrs,Often,1-5 hrs,Often,Neither good nor bad,Good support,Average,Satisfied,"Yes, exactly what I wanted",Completely,0.5,0.5,0.625,0.917,0.25,-0.25,0.25,C2_3_50_to_3_74,C1_3_20_to_3_49
KUET,ME,0.875,4,90% or more,7-10 hrs,Regularly but not every day,Most of it,6-7 hrs,Sometimes,6-10 hrs,Often,Excellent for focused study,Strong support,Average,Neutral,Somewhat different,Somewhat,0.562,0.5,1.0,0.5,0.375,-0.25,0.25,C3_3_75_plus,C1_3_20_to_3_49
KUET,ME,0.875,4,90% or more,More than 15 hrs,Regularly but not every day,A little,5-6 hrs,Sometimes,1-5 hrs,Often,Neither good nor bad,Some support,Mostly manageable,Neutral,Close to what I wanted,Mostly,0.688,0.5,0.5,0.667,0.25,0.25,0.0,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,IEM,0.75,3,75-89%,7-10 hrs,Occasionally when necessary,About half,7-8 hrs,Rarely,1-5 hrs,Sometimes,Mostly suitable,Good support,Average,Satisfied,"Yes, exactly what I wanted",Mostly,0.438,0.667,0.75,0.833,0.25,0.0,0.0,C1_3_20_to_3_49,C1_3_20_to_3_49
KUET,MSE,0.75,3,75-89%,3-6 hrs,Occasionally when necessary,About half,Less than 5 hrs,Often,More than 15 hrs,Sometimes,Mostly suitable,Very little support,Completely unmanageable,Satisfied,Close to what I wanted,Somewhat,0.375,0.083,0.5,0.667,0.125,-0.25,0.875,C1_3_20_to_3_49,C2_3_50_to_3_74
KUET,MSE,0.75,3,90% or more,More than 15 hrs,Mostly consistent routine,Most of it,6-7 hrs,Rarely,6-10 hrs,Sometimes,Excellent for focused study,Strong support,Mostly manageable,Very satisfied,Somewhat different,Mostly,0.812,0.667,1.0,0.75,0.75,0.5,0.0,C3_3_75_plus,C3_3_75_plus
KUET,Unknown,0.875,4,90% or more,3-6 hrs,Mostly just before exams,About half,7-8 hrs,Often,6-10 hrs,Often,Mostly suitable,Good support,Average,Satisfied,"Yes, exactly what I wanted",Mostly,0.438,0.5,0.75,0.833,0.125,-0.5,0.375,C1_3_20_to_3_49,C1_3_20_to_3_49
